GO:0000001	mitochondrion inheritance
GO:0006723	cuticle hydrocarbon biosynthetic process
GO:0006725	aromatic compound metabolic process
GO:0006726	eye pigment biosynthetic process
GO:0006727	ommochrome biosynthetic process
GO:0006728	pteridine biosynthetic process
GO:0006729	tetrahydrobiopterin biosynthetic process
GO:0006730	one-carbon compound metabolic process
GO:0006732	coenzyme metabolic process
GO:0006733	oxidoreduction coenzyme metabolic process
GO:0006734	NADH metabolic process
GO:0006735	NADH regeneration
GO:0006738	nicotinamide riboside catabolic process
GO:0006739	NADP metabolic process
GO:0006740	NADPH regeneration
GO:0006741	NADP biosynthetic process
GO:0006742	NADP catabolic process
GO:0006743	ubiquinone metabolic process
GO:0006744	ubiquinone biosynthetic process
GO:0006746	FADH2 metabolic process
GO:0006747	FAD biosynthetic process
GO:0006748	lipoamide metabolic process
GO:0006749	glutathione metabolic process
GO:0006750	glutathione biosynthetic process
GO:0006751	glutathione catabolic process
GO:0006752	group transfer coenzyme metabolic process
GO:0006753	nucleoside phosphate metabolic process
GO:0006754	ATP biosynthetic process
GO:0006760	folic acid and derivative metabolic process
GO:0006761	dihydrofolate biosynthetic process
GO:0006766	vitamin metabolic process
GO:0006767	water-soluble vitamin metabolic process
GO:0006768	biotin metabolic process
GO:0006769	nicotinamide metabolic process
GO:0006771	riboflavin metabolic process
GO:0006772	thiamin metabolic process
GO:0006775	fat-soluble vitamin metabolic process
GO:0006776	vitamin A metabolic process
GO:0006777	Mo-molybdopterin cofactor biosynthetic process
GO:0006778	porphyrin metabolic process
GO:0006779	porphyrin biosynthetic process
GO:0006780	uroporphyrinogen III biosynthetic process
GO:0006781	succinyl-CoA pathway
GO:0006782	protoporphyrinogen IX biosynthetic process
GO:0006783	heme biosynthetic process
GO:0006784	heme a biosynthetic process
GO:0006785	heme b biosynthetic process
GO:0006786	heme c biosynthetic process
GO:0006787	porphyrin catabolic process
GO:0006788	heme oxidation
GO:0006790	sulfur metabolic process
GO:0006791	sulfur utilization
GO:0006792	regulation of sulfur utilization
GO:0006793	phosphorus metabolic process
GO:0006796	phosphate metabolic process
GO:0006797	polyphosphate metabolic process
GO:0006798	polyphosphate catabolic process
GO:0006799	polyphosphate biosynthetic process
GO:0006800	oxygen and reactive oxygen species metabolic process
GO:0006801	superoxide metabolic process
GO:0006802	catalase reaction
GO:0006805	xenobiotic metabolic process
GO:0006807	nitrogen compound metabolic process
GO:0006809	nitric oxide biosynthetic process
GO:0006810	transport
GO:0006813	potassium ion transport
GO:0006814	sodium ion transport
GO:0006816	calcium ion transport
GO:0006824	cobalt ion transport
GO:0006826	iron ion transport
GO:0006827	high-affinity iron ion transport
GO:0006835	dicarboxylic acid transport
GO:0006836	neurotransmitter transport
GO:0006839	mitochondrial transport
GO:0006840	mitochondrial alpha-ketoglutarate/malate transport
GO:0006851	mitochondrial calcium ion transport
GO:0006852	mitochondrial sodium/calcium ion exchange
GO:0006867	asparagine transport
GO:0006868	glutamine transport
GO:0006874	cellular calcium ion homeostasis
GO:0006875	cellular metal ion homeostasis
GO:0006876	cellular cadmium ion homeostasis
GO:0006877	cellular cobalt ion homeostasis
GO:0006878	cellular copper ion homeostasis
GO:0006879	cellular iron ion homeostasis
GO:0006880	intracellular sequestering of iron ion
GO:0006881	extracellular sequestering of iron ion
GO:0006882	cellular zinc ion homeostasis
GO:0006884	cell volume homeostasis
GO:0006885	regulation of pH
GO:0006887	exocytosis
GO:0006888	ER to Golgi vesicle-mediated transport
GO:0006890	retrograde vesicle-mediated transport, Golgi to ER
GO:0006891	intra-Golgi vesicle-mediated transport
GO:0006892	post-Golgi vesicle-mediated transport
GO:0006893	Golgi to plasma membrane transport
GO:0006894	Golgi to secretory vesicle transport
GO:0006895	Golgi to endosome transport
GO:0006896	Golgi to vacuole transport
GO:0006897	endocytosis
GO:0006898	receptor-mediated endocytosis
GO:0006900	membrane budding
GO:0006901	vesicle coating
GO:0006907	pinocytosis
GO:0006910	phagocytosis, recognition
GO:0006911	phagocytosis, engulfment
GO:0006913	nucleocytoplasmic transport
GO:0006915	apoptosis
GO:0006916	anti-apoptosis
GO:0006917	induction of apoptosis
GO:0006921	cell structure disassembly during apoptosis
GO:0006923	cleavage of cytoskeletal proteins during apoptosis
GO:0006924	activated T cell apoptosis
GO:0006925	inflammatory cell apoptosis
GO:0006926	virus-infected cell apoptosis
GO:0006927	transformed cell apoptosis
GO:0006928	cell motility
GO:0006933	negative regulation of cell adhesion involved in substrate-bound cell migration
GO:0006935	chemotaxis
GO:0006939	smooth muscle contraction
GO:0006941	striated muscle contraction
GO:0006943	chemi-mechanical coupling
GO:0006948	induction by virus of cell-cell fusion in host
GO:0006952	defense response
GO:0006956	complement activation
GO:0006963	positive regulation of antibacterial peptide biosynthetic process
GO:0006964	positive regulation of biosynthetic process of antibacterial peptides active against Gram-negative bacteria
GO:0006965	positive regulation of biosynthetic process of antibacterial peptides active against Gram-positive bacteria
GO:0006967	positive regulation of antifungal peptide biosynthetic process
GO:0006968	cellular defense response
GO:0006969	melanotic tumor response
GO:0006970	response to osmotic stress
GO:0006971	hypotonic response
GO:0006972	hyperosmotic response
GO:0006974	response to DNA damage stimulus
GO:0006982	response to lipid hydroperoxide
GO:0006983	ER overload response
GO:0006984	ER-nuclear signaling pathway
GO:0006985	EOR-mediated activation of NF-kappaB
GO:0006986	response to unfolded protein
GO:0006987	activation of signaling protein activity involved in unfolded protein response
GO:0006990	positive regulation of gene-specific transcription involved in unfolded protein response
GO:0006992	sterol depletion response, sterol regulatory element binding protein cleavage
GO:0006993	sterol depletion response, sterol regulatory element binding protein nuclear translocation
GO:0006994	positive regulation of sterol regulatory element binding protein target gene transcription involved in sterol depletion response
GO:0006996	organelle organization and biogenesis
GO:0006997	nuclear organization and biogenesis
GO:0006998	nuclear membrane organization and biogenesis
GO:0006999	nuclear pore organization and biogenesis
GO:0007000	nucleolus organization and biogenesis
GO:0007004	telomere maintenance via telomerase
GO:0007005	mitochondrion organization and biogenesis
GO:0007006	mitochondrial membrane organization and biogenesis
GO:0007007	inner mitochondrial membrane organization and biogenesis
GO:0007008	outer mitochondrial membrane organization and biogenesis
GO:0007009	plasma membrane organization and biogenesis
GO:0007010	cytoskeleton organization and biogenesis
GO:0007015	actin filament organization
GO:0007016	cytoskeletal anchoring
GO:0007019	microtubule depolymerization
GO:0007021	tubulin folding
GO:0007026	negative regulation of microtubule depolymerization
GO:0007027	negative regulation of microtubule depolymerization in axoneme
GO:0007028	cytoplasm organization and biogenesis
GO:0007029	endoplasmic reticulum organization and biogenesis
GO:0007030	Golgi organization and biogenesis
GO:0007031	peroxisome organization and biogenesis
GO:0007032	endosome organization and biogenesis
GO:0007033	vacuole organization and biogenesis
GO:0007038	endocytosed protein transport to vacuole
GO:0007039	vacuolar protein catabolic process
GO:0007040	lysosome organization and biogenesis
GO:0007043	cell-cell junction assembly
GO:0007047	cell wall organization and biogenesis
GO:0007049	cell cycle
GO:0007050	cell cycle arrest
GO:0007051	spindle organization and biogenesis
GO:0007052	mitotic spindle organization and biogenesis
GO:0007053	spindle assembly involved in male meiosis
GO:0007054	spindle assembly involved in male meiosis I
GO:0007055	spindle assembly involved male meiosis II
GO:0007056	spindle assembly involved in female meiosis
GO:0007057	spindle assembly involved in female meiosis I
GO:0007058	spindle assembly involved in female meiosis II
GO:0007059	chromosome segregation
GO:0007068	negative regulation of transcription, mitotic
GO:0007069	negative regulation of transcription from RNA polymerase I promoter, mitotic
GO:0007070	negative regulation of transcription from RNA polymerase II promoter, mitotic
GO:0007071	negative regulation of transcription from RNA polymerase III promoter, mitotic
GO:0007072	positive regulation of transcription on exit from mitosis
GO:0007073	positive regulation of transcription on exit from mitosis, from RNA polymerase I promoter
GO:0007074	positive regulation of transcription on exit from mitosis, from RNA polymerase II promoter
GO:0007075	positive regulation of transcription on exit from mitosis, from RNA polymerase III promoter
GO:0007077	mitotic nuclear envelope disassembly
GO:0007079	mitotic chromosome movement towards spindle pole
GO:0007089	traversing start control point of mitotic cell cycle
GO:0007092	activation of anaphase-promoting complex during mitotic cell cycle
GO:0007093	mitotic cell cycle checkpoint
GO:0007094	mitotic cell cycle spindle assembly checkpoint
GO:0007095	mitotic cell cycle G2/M transition DNA damage checkpoint
GO:0007097	nuclear migration
GO:0007099	centriole replication
GO:0007103	spindle pole body duplication in nuclear envelope
GO:0007105	cytokinesis, site selection
GO:0007107	membrane addition at site of cytokinesis
GO:0007108	cytokinesis, initiation of separation
GO:0007109	cytokinesis, completion of separation
GO:0007113	endomitotic cell cycle
GO:0007114	cell budding
GO:0007116	regulation of cell budding
GO:0007117	budding cell bud growth
GO:0007118	budding cell apical bud growth
GO:0007119	budding cell isotropic bud growth
GO:0007120	axial cellular bud site selection
GO:0007121	bipolar cellular bud site selection
GO:0007129	synapsis
GO:0007130	synaptonemal complex assembly
GO:0007131	meiotic recombination
GO:0007155	cell adhesion
GO:0007158	neuron adhesion
GO:0007159	leukocyte adhesion
GO:0007161	calcium-independent cell-matrix adhesion
GO:0007162	negative regulation of cell adhesion
GO:0007163	establishment and/or maintenance of cell polarity
GO:0007165	signal transduction
GO:0007167	enzyme linked receptor protein signaling pathway
GO:0007168	receptor guanylyl cyclase signaling pathway
GO:0007169	transmembrane receptor protein tyrosine kinase signaling pathway
GO:0007171	activation of transmembrane receptor protein tyrosine kinase activity
GO:0007172	signal complex assembly
GO:0007173	epidermal growth factor receptor signaling pathway
GO:0007174	epidermal growth factor ligand processing
GO:0007175	negative regulation of epidermal growth factor receptor activity
GO:0007176	regulation of epidermal growth factor receptor activity
GO:0007178	transmembrane receptor protein serine/threonine kinase signaling pathway
GO:0007179	transforming growth factor beta receptor signaling pathway
GO:0007180	transforming growth factor beta ligand binding to type II receptor
GO:0007181	transforming growth factor beta receptor complex assembly
GO:0007183	SMAD protein complex assembly
GO:0007185	transmembrane receptor protein tyrosine phosphatase signaling pathway
GO:0007186	G-protein coupled receptor protein signaling pathway
GO:0007187	G-protein signaling, coupled to cyclic nucleotide second messenger
GO:0007188	G-protein signaling, coupled to cAMP nucleotide second messenger
GO:0007189	G-protein signaling, adenylate cyclase activating pathway
GO:0007190	activation of adenylate cyclase activity
GO:0007191	dopamine receptor, adenylate cyclase activating pathway
GO:0007192	serotonin receptor, adenylate cyclase activating pathway
GO:0007193	G-protein signaling, adenylate cyclase inhibiting pathway
GO:0007194	negative regulation of adenylate cyclase activity
GO:0007195	dopamine receptor, adenylate cyclase inhibiting pathway
GO:0007196	metabotropic glutamate receptor, adenylate cyclase inhibiting pathway
GO:0007197	muscarinic acetylcholine receptor, adenylate cyclase inhibiting pathway
GO:0007198	serotonin receptor, adenylate cyclase inhibiting pathway
GO:0007199	G-protein signaling, coupled to cGMP nucleotide second messenger
GO:0007200	G-protein signaling, coupled to IP3 second messenger (phospholipase C activating)
GO:0007202	activation of phospholipase C activity
GO:0007204	elevation of cytosolic calcium ion concentration
GO:0007205	activation of protein kinase C activity
GO:0007210	serotonin receptor signaling pathway
GO:0007211	octopamine/tyramine signaling pathway
GO:0007212	dopamine receptor signaling pathway
GO:0007213	acetylcholine receptor signaling, muscarinic pathway
GO:0007214	gamma-aminobutyric acid signaling pathway
GO:0007215	glutamate signaling pathway
GO:0007216	metabotropic glutamate receptor signaling pathway
GO:0007217	tachykinin signaling pathway
GO:0007218	neuropeptide signaling pathway
GO:0007219	Notch signaling pathway
GO:0007220	Notch receptor processing
GO:0007221	positive regulation of transcription of Notch receptor target
GO:0007223	Wnt receptor signaling pathway, calcium modulating pathway
